path,type,size,parent_directory
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\array_pad.pyi,file,138,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\bitwise_ops.pyi,file,535,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\char.pyi,file,2681,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\chararray.pyi,file,2358,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\comparisons.pyi,file,915,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\constants.pyi,file,293,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\datasource.pyi,file,410,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\dtype.pyi,file,354,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\einsumfunc.pyi,file,752,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\false_positives.pyi,file,377,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\flatiter.pyi,file,868,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\fromnumeric.pyi,file,5752,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\histograms.pyi,file,437,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\index_tricks.pyi,file,523,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\lib_function_base.pyi,file,2134,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\lib_polynomial.pyi,file,942,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\lib_utils.pyi,file,289,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\lib_version.pyi,file,164,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\linalg.pyi,file,1370,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\memmap.pyi,file,164,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\modules.pyi,file,670,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\multiarray.pyi,file,1748,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\ndarray.pyi,file,416,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\ndarray_misc.pyi,file,1415,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\nditer.pyi,file,333,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\nested_sequence.pyi,file,444,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\npyio.pyi,file,810,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\numerictypes.pyi,file,354,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\random.pyi,file,2891,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\rec.pyi,file,721,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\scalars.pyi,file,2995,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\shape_base.pyi,file,160,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\stride_tricks.pyi,file,324,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\testing.pyi,file,1398,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\twodim_base.pyi,file,936,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\type_check.pyi,file,392,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\ufunclike.pyi,file,700,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\ufuncs.pyi,file,1388,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\ufunc_config.pyi,file,754,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail\warnings_and_errors.pyi,file,179,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\fail,directory,47105,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\misc\extended_precision.pyi,file,364,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\misc
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\misc,directory,364,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\arithmetic.py,file,7990,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\arrayprint.py,file,803,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\arrayterator.py,file,420,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\array_constructors.py,file,2556,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\array_like.py,file,957,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\bitwise_ops.py,file,1101,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\comparisons.py,file,3293,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\dtype.py,file,1130,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\einsumfunc.py,file,1406,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\flatiter.py,file,190,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\fromnumeric.py,file,4002,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\index_tricks.py,file,1556,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\lib_utils.py,file,445,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\lib_version.py,file,317,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\literal.py,file,1378,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\mod.py,file,1727,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\modules.py,file,638,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\multiarray.py,file,1407,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\ndarray_conversion.py,file,1720,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\ndarray_misc.py,file,2901,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\ndarray_shape_manipulation.py,file,687,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\numeric.py,file,1580,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\numerictypes.py,file,1020,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\random.py,file,63306,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\scalars.py,file,3717,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\simple.py,file,2849,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\simple_py3.py,file,102,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\ufunclike.py,file,1085,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\ufuncs.py,file,479,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\ufunc_config.py,file,1170,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\warnings_and_errors.py,file,156,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass,directory,112088,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\arithmetic.cpython-310.pyc,file,7118,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\arrayprint.cpython-310.pyc,file,920,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\arrayterator.cpython-310.pyc,file,657,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\array_constructors.cpython-310.pyc,file,2933,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\array_like.cpython-310.pyc,file,1543,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\bitwise_ops.cpython-310.pyc,file,1411,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\comparisons.cpython-310.pyc,file,3616,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\dtype.cpython-310.pyc,file,1176,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\einsumfunc.cpython-310.pyc,file,1210,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\flatiter.cpython-310.pyc,file,466,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\fromnumeric.cpython-310.pyc,file,3738,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\index_tricks.cpython-310.pyc,file,1610,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\lib_utils.cpython-310.pyc,file,747,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\lib_version.cpython-310.pyc,file,437,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\literal.cpython-310.pyc,file,1302,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\mod.cpython-310.pyc,file,1743,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\modules.cpython-310.pyc,file,816,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\multiarray.cpython-310.pyc,file,1459,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\ndarray_conversion.cpython-310.pyc,file,1461,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\ndarray_misc.cpython-310.pyc,file,3085,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\ndarray_shape_manipulation.cpython-310.pyc,file,761,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\numeric.cpython-310.pyc,file,1849,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\numerictypes.cpython-310.pyc,file,1029,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\random.cpython-310.pyc,file,26588,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\scalars.cpython-310.pyc,file,4394,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\simple.cpython-310.pyc,file,2395,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\simple_py3.cpython-310.pyc,file,253,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\ufunclike.cpython-310.pyc,file,1639,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\ufuncs.cpython-310.pyc,file,650,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\ufunc_config.cpython-310.pyc,file,2199,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__\warnings_and_errors.cpython-310.pyc,file,344,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass\__pycache__,directory,79549,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\pass
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\arithmetic.pyi,file,21331,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\arraypad.pyi,file,716,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\arrayprint.pyi,file,706,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\arraysetops.pyi,file,4731,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\arrayterator.pyi,file,1152,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\array_constructors.pyi,file,11776,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\bitwise_ops.pyi,file,3738,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\char.pyi,file,8194,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\chararray.pyi,file,6444,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\comparisons.pyi,file,8279,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\constants.pyi,file,1992,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\ctypeslib.pyi,file,5194,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\datasource.pyi,file,578,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\dtype.pyi,file,2779,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\einsumfunc.pyi,file,2110,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\emath.pyi,file,2590,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal\false_positives.pyi,file,359,E:\GB\Programm_Python\DZ5\newfolder\Lib\site-packages\numpy\typing\tests\data\reveal
